MCS 	 D_Dynabead 	 D_TCell 
284	0.00036432264403103574	1.169333022634667e-05
285	0.00036612303980644334	1.1686934563109417e-05
286	0.0003677931166401885	1.1697770907431107e-05
287	0.000369263848048786	1.172069162054435e-05
288	0.00037037788798384636	1.1722039193748411e-05
289	0.0003713248808608229	1.1720292303664078e-05
290	0.0003724645344552079	1.1693409956361237e-05
291	0.00037357617448446944	1.168983303867035e-05
292	0.0003749458911288107	1.16588068773587e-05
293	0.00037599349009477924	1.1656028581774546e-05
294	0.0003769949319154641	1.1649691437493773e-05
295	0.0003781517567926153	1.1653435623834572e-05
296	0.00037886214198166177	1.1650149575719139e-05
297	0.0003794828279395003	1.1626305454033581e-05
298	0.00037989060549047994	1.157071919880644e-05
299	0.00038004929799380154	1.14898845587544e-05
300	0.0003806586863865409	1.1383580489627049e-05
301	0.00038150014311156687	1.1334228008724774e-05
302	0.00038242156986238973	1.1267694653139707e-05
303	0.0003829311669808673	1.1235495302036666e-05
304	0.0003838828161667806	1.1214797394479408e-05
305	0.0003847350252911197	1.124581784526869e-05
306	0.00038546936317831364	1.1252482760484378e-05
307	0.0003862582484607207	1.1253723982335773e-05
308	0.0003875132220519965	1.1186280891827365e-05
309	0.0003891458166745623	1.1145061237091785e-05
310	0.00039044163734665115	1.1100233084985353e-05
311	0.00039235804193332925	1.1073979686440237e-05
312	0.00039454335561321587	1.1079873048063016e-05
313	0.0003966423515741055	1.1069263234870112e-05
314	0.0003985933758725126	1.104638762959713e-05
315	0.00040090160638201155	1.1085044949348029e-05
316	0.0004033301201688065	1.1097812309293564e-05
317	0.0004049301344632529	1.1118805916915252e-05
318	0.00040684088981729716	1.1159628352833865e-05
319	0.0004088580059241439	1.1177856326974799e-05
320	0.0004108452478890929	1.1191467125091638e-05
321	0.0004128577991900651	1.122704781317697e-05
322	0.00041517258989478954	1.1237537712880885e-05
323	0.00041759559313774393	1.1251323361442987e-05
324	0.00041961090305821095	1.1275949855637876e-05
325	0.0004211648470919088	1.1264048334076276e-05
326	0.0004232149945332167	1.1232524362853541e-05
327	0.00042528564576381353	1.118749091658801e-05
328	0.00042720129903352406	1.1149290840804856e-05
329	0.0004294712377850455	1.1105969157399108e-05
330	0.0004317730158538354	1.10571212339447e-05
331	0.000434325000421612	1.1006305695075808e-05
332	0.0004367339361883707	1.0973981679159015e-05
333	0.0004391194014681928	1.0925564621278125e-05
334	0.00044161971773820386	1.0887776139640698e-05
335	0.00044439017208981713	1.084273925661859e-05
336	0.0004473129583335724	1.0836499309083985e-05
337	0.00045023328059550644	1.0862222119133572e-05
338	0.0004538112892545943	1.0903656148239299e-05
339	0.00045753784444037965	1.0988876215005431e-05
340	0.00046125059522512984	1.1028863755516478e-05
341	0.00046497769980443786	1.1034565527268896e-05
342	0.0004690195113125233	1.1043639087920536e-05
343	0.00047266991949909486	1.1078515210776683e-05
344	0.0004760353673152285	1.1092663516711502e-05
345	0.0004794797857667521	1.1128322128992621e-05
346	0.00048322621898057793	1.1177973402297644e-05
347	0.00048691454735627686	1.1256305149731672e-05
348	0.000490353862274541	1.1303955231996006e-05
349	0.0004938198272449685	1.1373141022840347e-05
350	0.0004973180148284099	1.145696056747279e-05
351	0.000501082840144111	1.1531572616955509e-05
352	0.00050519271108371	1.1591855690719507e-05
353	0.0005092623754608259	1.1595301268139984e-05
354	0.0005135150764117365	1.160846520738011e-05
355	0.0005180010467761814	1.157190587709927e-05
356	0.000522445266321606	1.1550163673470123e-05
357	0.0005271413519954139	1.1542296384097397e-05
358	0.0005313695576222499	1.1570597722781175e-05
359	0.0005355599057730228	1.1560571299882663e-05
360	0.0005394771925825417	1.151375659938278e-05
361	0.0005436493449535064	1.1490661246032451e-05
362	0.0005480250401326778	1.1451961027214315e-05
363	0.0005526214136036103	1.1445269482040017e-05
364	0.0005571265837568105	1.1419148330314511e-05
365	0.0005616766074042987	1.1400432132844737e-05
366	0.0005657838804356483	1.1400388581314862e-05
367	0.0005699166867279714	1.1403506676192077e-05
368	0.0005740134614813689	1.13836557931504e-05
369	0.0005782789061701426	1.1352803563098488e-05
370	0.0005827300635866836	1.1331396142006002e-05
371	0.000587628160236743	1.1320013050110583e-05
372	0.0005921798924127357	1.127734234468185e-05
373	0.0005968747942307805	1.1241161805118642e-05
374	0.0006022996212314929	1.1224127578589941e-05
375	0.0006074572894626942	1.1217709648428342e-05
376	0.0006126617268182868	1.1192360867674316e-05
377	0.0006175990783694607	1.1190094164656402e-05
378	0.000622221501410348	1.1209766611799071e-05
379	0.0006270692414950294	1.1248364667775907e-05
380	0.0006321009950238197	1.1284187471044177e-05
381	0.0006372711347614402	1.130657792842379e-05
382	0.0006424853610708871	1.132039130864123e-05
383	0.000647239533994713	1.1323214685678238e-05
384	0.0006519587414862271	1.1317333510108358e-05
385	0.0006567793572917768	1.1310191798651217e-05
386	0.0006611668832954488	1.1306702940290043e-05
387	0.0006655555295431488	1.130279292622261e-05
388	0.0006704567013634058	1.126993709284066e-05
389	0.0006752089195915785	1.1256345355789485e-05
390	0.0006793661704124766	1.1267295971574512e-05
391	0.0006834917368672676	1.1283976243038145e-05
392	0.0006877328619268704	1.1327457796993561e-05
393	0.0006920865876903767	1.138692674264986e-05
394	0.0006961547248202168	1.1440061591227157e-05
395	0.0007003379020695175	1.1483263823609331e-05
396	0.0007051481789933776	1.151876484819215e-05
397	0.0007097495491392817	1.1559339537569773e-05
398	0.0007140883918579262	1.1610699431176078e-05
399	0.0007183431265763122	1.1664650951362561e-05
400	0.0007220725800598643	1.1725778776652495e-05
401	0.0007256633088809845	1.1792952990742689e-05
402	0.0007294243641833506	1.1858168226789104e-05
403	0.0007336492554179592	1.1947518709513733e-05
404	0.000738291062372775	1.203266563877257e-05
405	0.0007425709637996808	1.2112042661913444e-05
406	0.0007467195742545294	1.2189458657504537e-05
407	0.0007511875844803081	1.2245028447514324e-05
408	0.0007550024161038341	1.225714267031914e-05
409	0.0007584389857987262	1.226122824274268e-05
410	0.0007614625841073045	1.2262661283129474e-05
411	0.0007641182602605101	1.2250140830422725e-05
412	0.0007669404475001757	1.2232441139878139e-05
413	0.0007696915460920756	1.2216157761144446e-05
414	0.0007722415263876656	1.2199520574981633e-05
415	0.0007746367348255906	1.2181717425648781e-05
416	0.0007766353828980684	1.2153371858918214e-05
417	0.0007789163711058906	1.2140185139840793e-05
418	0.000780790574842123	1.21184275223444e-05
419	0.0007827171826500652	1.2078799113180418e-05
420	0.0007845258892919835	1.2039125451107618e-05
421	0.0007857930227939828	1.2013837425054756e-05
422	0.0007866571082073886	1.1988110679404778e-05
423	0.0007876970808841907	1.195543654644032e-05
424	0.0007886171913262365	1.1930929565321797e-05
425	0.0007896532826322916	1.1905226385223205e-05
426	0.000790260997993993	1.1891369800314513e-05
427	0.0007908878137525231	1.1881210301187904e-05
428	0.0007914700758530842	1.1878118388481133e-05
429	0.0007916773213111055	1.1869567735048783e-05
430	0.0007919275767220515	1.1868575549497429e-05
431	0.0007918010815969241	1.1863912952450012e-05
432	0.0007913914626557214	1.1845963116479087e-05
433	0.0007909832897878704	1.1821121939290641e-05
434	0.000790625454191945	1.1783140320112633e-05
435	0.0007907311757683386	1.1759896495728675e-05
436	0.0007909028603003741	1.1716132236296385e-05
437	0.000791065474955161	1.167740801899532e-05
438	0.0007912556182829379	1.1649198996071243e-05
439	0.0007922294054419124	1.1627142099252875e-05
440	0.0007934182032440318	1.1613664352718633e-05
441	0.0007952548655208425	1.1595568249901124e-05
442	0.0007972197842091441	1.1563640141461502e-05
443	0.0007992232720277092	1.1544618943154767e-05
444	0.0008009417697827703	1.1534336891288483e-05
445	0.0008028236008383909	1.1530467319320292e-05
446	0.000804609681385038	1.151283623397515e-05
447	0.0008058787167718888	1.1486667035398467e-05
448	0.0008072215728349999	1.145128355424117e-05
449	0.0008082961945657586	1.1403940571830427e-05
450	0.0008092018563395468	1.1349127401834026e-05
451	0.0008100514973687068	1.128373849887736e-05
452	0.0008112087942967033	1.1194039077568596e-05
453	0.0008125057362432257	1.1124282461750532e-05
454	0.0008139877362603957	1.1062240924308712e-05
455	0.0008154556446760818	1.1017942645191325e-05
456	0.0008167540115491138	1.0967819724237572e-05
457	0.0008178108289527029	1.0928760683065153e-05
458	0.0008184320774549	1.0896766297969908e-05
459	0.0008192311665551762	1.087741066204669e-05
460	0.0008196983763390297	1.085248158187279e-05
461	0.0008198269392117132	1.0832328307621437e-05
462	0.0008199609876410783	1.079632178804639e-05
463	0.0008202426671973378	1.07691179788104e-05
464	0.0008203661688390454	1.0752417184385785e-05
465	0.0008203356714613035	1.075166760840391e-05
466	0.0008206746466301296	1.075554318620486e-05
467	0.0008207902873108584	1.0744586095393025e-05
468	0.0008211088491250989	1.0715771213317842e-05
469	0.000821493630577672	1.0685071456100897e-05
470	0.0008218019529255097	1.0654855493449439e-05
471	0.0008223400819268921	1.0613388072311524e-05
472	0.000822982052789922	1.0571831811667234e-05
473	0.0008238175872835713	1.055116897980628e-05
474	0.0008244823691529285	1.0535770537014997e-05
475	0.0008251627300637263	1.051281969774043e-05
476	0.0008258098593731171	1.0488271672917617e-05
477	0.0008265236775544565	1.044656949930009e-05
478	0.0008271544560471994	1.0411868713346263e-05
479	0.0008275260375552977	1.036333380880391e-05
480	0.0008276129111504775	1.0311763110712863e-05
481	0.0008279641927991067	1.025507243768072e-05
482	0.0008282567075955792	1.0192555961405688e-05
483	0.0008286026163736742	1.0145159291792886e-05
484	0.0008288834055257951	1.0098347654703633e-05
485	0.0008289344520978181	1.0061535691461187e-05
486	0.0008291017512916572	1.0031470128304207e-05
487	0.0008294947177666386	9.990433670786396e-06
488	0.0008299504187172476	9.949773276638975e-06
489	0.0008304248542221061	9.931932218237771e-06
490	0.0008310388892966679	9.914363367833376e-06
491	0.0008314456317792489	9.898718337145085e-06
492	0.0008316928950687848	9.878398456922233e-06
493	0.000831756312820646	9.849063236055284e-06
494	0.000831682783944158	9.815982505744692e-06
495	0.0008314584208509523	9.788080821856466e-06
496	0.0008313152961309112	9.748206338556105e-06
497	0.0008310957633058493	9.698603247563306e-06
498	0.0008310305705590665	9.653464844803048e-06
499	0.0008306995919699128	9.597211056395237e-06
500	0.0008304483544438701	9.54770787476619e-06
501	0.0008303515224313109	9.501871367796031e-06
502	0.0008301367063214558	9.456072253981048e-06
503	0.0008298953004723976	9.421473851811649e-06
504	0.0008295752043339862	9.390474300210104e-06
505	0.0008290885676218862	9.36784614656809e-06
506	0.0008286770720191728	9.338049078063775e-06
507	0.0008281562346780618	9.298858584240887e-06
508	0.0008279724420864641	9.263703064087698e-06
509	0.000827857962455321	9.228178241393383e-06
510	0.0008277927242855928	9.19065751965531e-06
511	0.0008277288461243899	9.134785998253765e-06
512	0.0008276093685637543	9.08310794413037e-06
513	0.0008273859601747282	9.039383150656962e-06
514	0.0008272899892257959	8.994998052323186e-06
515	0.000826942479380514	8.957147397700562e-06
516	0.0008263388418651789	8.92295113556715e-06
517	0.0008258730073840822	8.893957112482293e-06
518	0.0008252155757412577	8.869915889037007e-06
519	0.0008248651725162776	8.847416794307874e-06
520	0.0008240733829054987	8.830448220699512e-06
521	0.0008234791412735934	8.8243440561303e-06
522	0.0008231530452519231	8.831360126972638e-06
523	0.0008229688740993657	8.822762269533547e-06
524	0.0008226771040578877	8.824977327354959e-06
525	0.0008224283285389525	8.804815796788772e-06
526	0.0008223875808595226	8.779940928920133e-06
527	0.0008223708686012958	8.753066870086927e-06
528	0.0008224499252883313	8.728473332307037e-06
529	0.0008224732652034408	8.708006261651833e-06
530	0.0008226380871063257	8.704604976430561e-06
531	0.0008229195082745102	8.698766428461736e-06
532	0.0008233043423900069	8.692216552248241e-06
533	0.0008234917236833783	8.689690757274054e-06
534	0.000823917810761112	8.682817410736053e-06
535	0.0008241737573794402	8.710650341813042e-06
536	0.0008244851538458448	8.733249111996045e-06
537	0.0008249372724550339	8.764848726854802e-06
538	0.0008253678621581429	8.79690906881733e-06
539	0.0008258773865697117	8.806830612262476e-06
540	0.0008261939419471749	8.82084904154658e-06
541	0.0008267264584092739	8.840676498203454e-06
542	0.0008271727661541189	8.836343895871322e-06
543	0.0008274460128920762	8.837118458268697e-06
544	0.0008278415979241401	8.838791970070683e-06
545	0.0008281664248911216	8.827161868358666e-06
546	0.0008285891228556199	8.820425090483708e-06
547	0.0008291871917534279	8.815493950377582e-06
548	0.0008302763168942614	8.812385304382443e-06
549	0.0008314218887860667	8.79614133295524e-06
550	0.000832778100210553	8.782634711117625e-06
551	0.000833819134328668	8.751394286657419e-06
552	0.0008347532642186359	8.730167181209266e-06
553	0.0008358537918016336	8.707460380372024e-06
554	0.0008368179842196591	8.671987715929923e-06
555	0.0008373807615487356	8.64488463551932e-06
556	0.0008376046280322885	8.621638825074351e-06
557	0.0008380174591174072	8.591695707964409e-06
558	0.0008382088957594265	8.562845771747898e-06
559	0.000838113944157493	8.52936594959503e-06
560	0.0008381530853624885	8.516080191303597e-06
561	0.0008380021509250462	8.516589236515815e-06
562	0.0008379470934839745	8.51209698976337e-06
563	0.0008377967224123905	8.50233167067043e-06
564	0.0008378277558617574	8.49696781022265e-06
565	0.0008379931081879307	8.490431010896785e-06
566	0.0008382549696802489	8.484525107401267e-06
567	0.0008385806928065416	8.47769995164771e-06
568	0.000838698862006505	8.481234482114956e-06
569	0.00083882603307178	8.473995013816939e-06
570	0.000839002212859256	8.46405097979686e-06
571	0.0008393059570986082	8.45677896621729e-06
572	0.0008398257256663165	8.443421222278307e-06
573	0.0008405112711570518	8.437501731121043e-06
574	0.0008410112096739196	8.443502271286884e-06
575	0.0008417163190917466	8.448153119562988e-06
576	0.000842426766146125	8.443679714160482e-06
577	0.0008433312094476414	8.439801387530893e-06
578	0.000844319969407921	8.43436229633988e-06
579	0.000845186446044486	8.421470736464133e-06
580	0.0008458475878982896	8.408571980790671e-06
581	0.0008464285031250987	8.394913993765416e-06
582	0.0008470543844672196	8.379027345177367e-06
583	0.0008478064039145585	8.373104208485427e-06
584	0.000848693241455665	8.355090941064152e-06
585	0.0008496778633839319	8.342087457580753e-06
586	0.0008505392587478275	8.319653322814948e-06
587	0.000851574219989163	8.309072085604773e-06
588	0.000852482908538646	8.291514200064342e-06
589	0.0008533003402492769	8.274140863694184e-06
590	0.0008540790690128168	8.255189760280456e-06
591	0.0008548481069873369	8.226891102975736e-06
592	0.0008554541841232968	8.210873167641512e-06
593	0.0008560356373063762	8.19961449017074e-06
594	0.000856424895738234	8.198312977877268e-06
595	0.0008568331930906842	8.194790054614127e-06
596	0.0008568411752891973	8.18770912104728e-06
597	0.0008567402079630596	8.169951552749573e-06
